id,name,nbItems,classification
restant_de_marchandises~product_simplification,restant de son chargement,,orthographic
alquifoux~product_simplification,alquifoux,,simplification
alquifoux~product_simplification,alquifoux,,orthographic
alquifoux~product_simplification,droguerie pour peintures et teinture alquifoux,,orthographic
alquifoux~product_simplification,drogues alquifoux,,orthographic
alquifoux~product_simplification,drogues médicinales alquifoux,,orthographic
alquifoux~product_simplification,drogues pour les peintures alquifoux,,orthographic
arsenic~product_simplification,arsenic,,simplification
arsenic~product_simplification,arsenic,,orthographic
arsenic~product_simplification,droguerie chimique et métallique arsenic,,orthographic
arsenic~product_simplification,droguerie médicinale arsenic,,orthographic
arsenic~product_simplification,drogues chimiques et métalliques arsenic,,orthographic
arsenic~product_simplification,drogues métalliques arsenic,,orthographic
porcs~product_simplification,porcs,,simplification
porcs~product_simplification,bestiaux divers porcs,,orthographic
porcs~product_simplification,bestiaux en porcs,,orthographic
porcs~product_simplification,bestiaux et bêtes de somme porcs,,orthographic
porcs~product_simplification,bestiaux porcs,,orthographic
porcs~product_simplification,cochon,,orthographic
vin_de_liqueurs~product_simplification,vin de liqueurs,,simplification
vin_de_liqueurs~product_simplification,boissons vin de liqueurs,,orthographic
vin_de_liqueurs~product_simplification,subsistances vin de liqueurs,,orthographic
vin_de_liqueurs~product_simplification,vin de liqueur,,orthographic
vin_de_liqueurs~product_simplification,vin de liqueurs,,orthographic
vin_de_liqueurs~product_simplification,vin de liqueurs divers,,orthographic
céruse~product_simplification,céruse,,simplification
céruse~product_simplification,céruse,,orthographic
céruse~product_simplification,droguerie pour peintures et teinture céruse,,orthographic
céruse~product_simplification,droguerie pour teinture et peintures céruse,,orthographic
céruse~product_simplification,drogues pour les peintures céruse,,orthographic
céruse~product_simplification,drogues pour les peintures et la teinture céruse,,orthographic
lard_salé~product_simplification,lard salé,,simplification
lard_salé~product_simplification,chair lard salé,,orthographic
lard_salé~product_simplification,chair salée chair de porcs lard,,orthographic
lard_salé~product_simplification,chair salée de porcs en lard,,orthographic
lard_salé~product_simplification,chair salée diverse lard,,orthographic
lard_salé~product_simplification,chair salée en lard,,orthographic
crème_de_tartre~product_simplification,crème de tartre,,simplification
crème_de_tartre~product_simplification,crème de tartre,,orthographic
crème_de_tartre~product_simplification,droguerie crème de tartre,,orthographic
crème_de_tartre~product_simplification,droguerie médicinale crème de tartre,,orthographic
crème_de_tartre~product_simplification,drogues composées pour la médecine crème à tartre,,orthographic
crème_de_tartre~product_simplification,drogues composées pour ma médecine crème de tartre,,orthographic
racines_d'alizari~product_simplification,racines d'alizari,,simplification
racines_d'alizari~product_simplification,drogue pour la peinture et la teinture racines d'alizari,,orthographic
racines_d'alizari~product_simplification,droguerie pour peintures et teinture racines d'alizari,,orthographic
racines_d'alizari~product_simplification,drogues peintures et teinture racines d'alizari,,orthographic
racines_d'alizari~product_simplification,drogues pour les peintures et la teinture racines d'alizari,,orthographic
racines_d'alizari~product_simplification,drogues pour peinture et teinture racine d'alizari,,orthographic
gomme_arabique~product_simplification,gomme arabique,,simplification
gomme_arabique~product_simplification,droguerie gomme arabique,,orthographic
gomme_arabique~product_simplification,drogues diverses gomme arabique,,orthographic
gomme_arabique~product_simplification,drogues diverses gomme d'Arabie,,orthographic
gomme_arabique~product_simplification,drogues gomme arabique,,orthographic
gomme_arabique~product_simplification,drogues mêlées gomme arabique,,orthographic
huile_de_térébenthine~product_simplification,huile de térébenthine,,simplification
huile_de_térébenthine~product_simplification,droguerie huile de térébenthine,,orthographic
huile_de_térébenthine~product_simplification,droguerie pour les peintures et la teinture huile de térébenthine,,orthographic
huile_de_térébenthine~product_simplification,droguerie pour peintures et teinture huile de térébenthine,,orthographic
huile_de_térébenthine~product_simplification,drogues huile de térébenthine,,orthographic
huile_de_térébenthine~product_simplification,drogues médicinales huile de térébenthine,,orthographic
litharge~product_simplification,litharge,,simplification
litharge~product_simplification,droguerie pour teinture et peintures litharge,,orthographic
litharge~product_simplification,drogues litharge,,orthographic
litharge~product_simplification,drogues métalliques litharge,,orthographic
litharge~product_simplification,drogues pour les peintures et la teinture litharge,,orthographic
litharge~product_simplification,drogues pour les peintures et teinture litharge,,orthographic
noir_de_fumée~product_simplification,noir de fumée,,simplification
noir_de_fumée~product_simplification,droguerie pour teinture et peintures noir de fumée,,orthographic
noir_de_fumée~product_simplification,drogues pour la teinture noir de fumée,,orthographic
noir_de_fumée~product_simplification,drogues pour les peintures et la teinture noir de fumée,,orthographic
noir_de_fumée~product_simplification,drogues pour peintures et teinture noir de fumée,,orthographic
noir_de_fumée~product_simplification,noir à fumée,,orthographic
sel_chimique~product_simplification,sel chimique,,simplification
sel_chimique~product_simplification,droguerie sel chimique,,orthographic
sel_chimique~product_simplification,drogues chimiques et métalliques sel divers,,orthographic
sel_chimique~product_simplification,drogues chimiques sel,,orthographic
sel_chimique~product_simplification,drogues chimiques sel divers,,orthographic
sel_chimique~product_simplification,drogues diverses sel chimique,,orthographic
eau_de_senteur~product_simplification,eau de senteur,,simplification
eau_de_senteur~product_simplification,eau de senseo,,orthographic
eau_de_senteur~product_simplification,eau de senten,,orthographic
eau_de_senteur~product_simplification,eau de senteur,,orthographic
eau_de_senteur~product_simplification,eau de senteur de Cologne d'oranger etc,,orthographic
eau_de_senteur~product_simplification,eau de senteur diverse,,orthographic
épicerie~product_simplification,épicerie,,simplification
épicerie~product_simplification,épicerie,,orthographic
épicerie~product_simplification,épicerie diverse,,orthographic
épicerie~product_simplification,épicerie diverse dont la qualité n'est point dénominée,,orthographic
épicerie~product_simplification,épicerie diverses,,orthographic
épicerie~product_simplification,épicerie mêlée,,orthographic
étoffe_à_peu_de_soie~product_simplification,étoffe à peu de soie,,simplification
étoffe_à_peu_de_soie~product_simplification,étoffe à peu,,orthographic
étoffe_à_peu_de_soie~product_simplification,étoffe à peu de soie,,orthographic
étoffe_à_peu_de_soie~product_simplification,étoffe mêlée à peu de soie,,orthographic
étoffe_à_peu_de_soie~product_simplification,étoffe melée à peu de soie,,orthographic
étoffe_à_peu_de_soie~product_simplification,étoffe mêlée de peu de soie,,orthographic
étoffe_de_laine_et_de_soie~product_simplification,étoffe de laine et de soie,,simplification
étoffe_de_laine_et_de_soie~product_simplification,étoffe de laine de soie,,orthographic
étoffe_de_laine_et_de_soie~product_simplification,étoffe de laine diverse de soie,,orthographic
étoffe_de_laine_et_de_soie~product_simplification,étoffe de laine et soie,,orthographic
étoffe_de_laine_et_de_soie~product_simplification,étoffe de soie et de laine,,orthographic
étoffe_de_laine_et_de_soie~product_simplification,étoffe de soie et de laine aune,,orthographic
gants_de_peau~product_simplification,gants de peau,,simplification
gants_de_peau~product_simplification,étoffe gants de peaux,,orthographic
gants_de_peau~product_simplification,gants de peau,,orthographic
gants_de_peau~product_simplification,gants de peau communs,,orthographic
gants_de_peau~product_simplification,gants de peaux,,orthographic
gants_de_peau~product_simplification,gants de peauxcommuns,,orthographic
fruits~product_simplification,fruits,,simplification
fruits~product_simplification,fruits,,orthographic
